mark,time
1,1239717356.0
1,1239714108.0
1,1239713808.0
1,1239713540.0
1,1239713375.0
1,1239648055.0
1,1239647471.0
1,1239647256.0
1,1239647039.0
1,1239646789.0
1,1239646570.0
1,1239646328.0
1,1239645996.0
1,1239645711.0
1,1239645321.0
1,1239644779.0
1,1239642538.0
1,1239636348.0
1,1239636064.0
1,1239635798.0
1,1239635517.0
1,1239635220.0
1,1239634905.0
1,1239634721.0
1,1239634421.0
1,1239634105.0
1,1239633927.0
1,1239633669.0
1,1239633011.0
1,1239632634.0
1,1239632288.0
1,1239631968.0
1,1239631647.0
1,1239631411.0
1,1239631146.0
1,1239630820.0
1,1239630495.0
1,1239630042.0
1,1239629860.0
1,1239629582.0
1,1239629253.0
1,1239628965.0
1,1239628605.0
1,1239628272.0
1,1239628022.0
1,1239627622.0
1,1239627230.0
1,1239627168.0
1,1239626821.0
1,1239626679.0
1,1239544681.0
1,1239544454.0
1,1239544291.0
1,1239544071.0
1,1239543982.0
1,1239543821.0
1,1239543601.0
1,1239543393.0
1,1239543103.0
1,1239542847.0
1,1239542674.0
1,1239542343.0
1,1239542242.0
1,1239540833.0
1,1239540537.0
1,1239470773.0
1,1239470685.0
1,1239470389.0
1,1239470022.0
1,1239469687.0
1,1239469050.0
1,1239468703.0
1,1239468496.0
1,1239468184.0
1,1239467909.0
1,1239467562.0
1,1239467076.0
1,1239465875.0
1,1239465612.0
1,1239465183.0
1,1239464869.0
1,1239464506.0
1,1239464418.0
1,1239464123.0
1,1239463755.0
1,1239463294.0
1,1239462902.0
1,1239462275.0
1,1239462139.0
1,1239461933.0
1,1239461665.0
1,1239461471.0
1,1239461220.0
1,1239461220.0
1,1239461036.0
1,1239460832.0
1,1239460422.0
1,1239460273.0
1,1239460005.0
1,1239459812.0
1,1239459560.0
1,1239459376.0
1,1239459173.0
1,1239458959.0
1,1239458748.0
1,1239458439.0
1,1239458290.0
1,1239458096.0
1,1239457871.0
1,1239457681.0
1,1239457404.0
1,1239457120.0
1,1239456865.0
1,1239456729.0
1,1239456523.0
1,1239456255.0
1,1239456062.0
1,1239455810.0
1,1239455626.0
1,1239455423.0
1,1239455209.0
1,1239454998.0
1,1239454689.0
1,1239454540.0
1,1239454346.0
1,1239454121.0
1,1239381216.0
1,1239380941.0
1,1239380594.0
1,1239380108.0
1,1239379774.0
1,1239379512.0
1,1239379082.0
1,1239378768.0
1,1239378340.0
1,1239378252.0
1,1239377957.0
1,1239377590.0
1,1239377255.0
1,1239376618.0
1,1239376270.0
1,1239376063.0
1,1239375751.0
1,1239375476.0
1,1239375130.0
1,1239374643.0
1,1239374309.0
1,1239371705.0
1,1239371244.0
1,1239370751.0
1,1239370214.0
1,1239370038.0
1,1239369825.0
1,1239369408.0
1,1239369218.0
1,1239369002.0
1,1239369002.0
1,1239368818.0
1,1239368616.0
1,1239368401.0
1,1239368190.0
1,1239367881.0
1,1239367732.0
1,1239367538.0
1,1239367099.0
1,1239366708.0
1,1239366360.0
1,1239366079.0
1,1239336670.0
1,1239336297.0
1,1239336054.0
1,1239335859.0
1,1239335623.0
1,1239335344.0
1,1239335016.0
1,1239334725.0
1,1239334348.0
1,1239297255.0
1,1239296796.0
1,1239296409.0
1,1239295803.0
1,1239295298.0
1,1239294804.0
1,1239294406.0
1,1239294045.0
1,1239293521.0
1,1239293156.0
1,1239292687.0
1,1239292131.0
1,1239291607.0
1,1239291183.0
1,1239289207.0
1,1239288665.0
1,1239288119.0
1,1239287904.0
1,1239287304.0
1,1239281102.0
1,1239280847.0
1,1239280710.0
1,1239280504.0
1,1239280236.0
1,1239280043.0
1,1239279564.0
1,1239279380.0
1,1239279177.0
1,1239278963.0
1,1239278752.0
1,1239278443.0
1,1239278290.0
1,1239278096.0
1,1239277692.0
1,1239277345.0
1,1239277070.0
1,1239276693.0
1,1239272847.0
1,1239272255.0
1,1239271907.0
1,1239270439.0
1,1239269945.0
1,1239269771.0
1,1239269412.0
1,1239269206.0
1,1239268938.0
1,1239268745.0
1,1239262973.0
1,1239262789.0
1,1239262586.0
1,1239262425.0
1,1239257894.0
1,1239257701.0
1,1239257449.0
1,1239256831.0
1,1239256628.0
1,1239256271.0
1,1239256134.0
1,1239255928.0
1,1239255660.0
1,1239206476.0
1,1239206344.0
1,1239206125.0
1,1239205886.0
1,1239205581.0
1,1239202043.0
1,1239201659.0
1,1239201260.0
1,1239200875.0
1,1239199792.0
1,1239199407.0
1,1239122373.0
1,1239122127.0
1,1239121888.0
1,1239121668.0
1,1239121394.0
1,1239120611.0
1,1239120246.0
1,1239119908.0
1,1239119581.0
1,1239119259.0
1,1239118965.0
1,1239118768.0
1,1239118440.0
1,1239118103.0
1,1239117780.0
1,1239117416.0
1,1239117052.0
1,1239116690.0
1,1239116337.0
1,1239115971.0
1,1239115732.0
1,1239115367.0
1,1239115025.0
1,1239114756.0
1,1239114599.0
1,1239114316.0
1,1239114004.0
1,1239113707.0
1,1239113345.0
1,1239112930.0
1,1239112651.0
1,1239112382.0
1,1239047250.0
1,1239047009.0
1,1239046772.0
1,1239046646.0
1,1239046406.0
1,1239046160.0
1,1239045953.0
1,1239045479.0
1,1239045297.0
1,1239045036.0
1,1239044895.0
1,1239044654.0
1,1239044417.0
1,1239044291.0
1,1239044051.0
1,1239043805.0
1,1239042986.0
1,1239042512.0
1,1239042330.0
1,1239042069.0
1,1239041928.0
1,1239041688.0
1,1239041450.0
1,1239041324.0
1,1239041084.0
1,1239040838.0
1,1239040346.0
1,1239040219.0
1,1239039979.0
1,1239039734.0
1,1239039525.0
1,1238949971.0
1,1238949730.0
1,1238949493.0
1,1238949367.0
1,1238949126.0
1,1238948881.0
1,1238948673.0
1,1238948435.0
1,1238948254.0
1,1238947992.0
1,1238947852.0
1,1238947611.0
1,1238947374.0
1,1238947248.0
1,1238947007.0
1,1238946762.0
1,1238946554.0
1,1238946259.0
1,1238946077.0
1,1238945799.0
1,1238945419.0
1,1238945178.0
1,1238944898.0
1,1238944771.0
1,1238944108.0
1,1238943926.0
1,1238943664.0
1,1238943523.0
1,1238943286.0
1,1238943159.0
1,1238870740.0
1,1238870474.0
1,1238870127.0
1,1238869859.0
1,1238869505.0
1,1238869207.0
1,1238868959.0
1,1238868636.0
1,1238868167.0
1,1238868167.0
1,1238867732.0
1,1238867582.0
1,1238867451.0
1,1238867231.0
1,1238866992.0
1,1238866428.0
1,1238866228.0
1,1238865981.0
1,1238865800.0
1,1238865799.0
1,1238865531.0
1,1238865531.0
1,1238865366.0
1,1238865099.0
1,1238864652.0
1,1238864491.0
1,1238864154.0
1,1238863968.0
1,1238863701.0
1,1238863251.0
1,1238862900.0
1,1238862526.0
1,1238862276.0
1,1238862002.0
1,1238861747.0
1,1238861374.0
1,1238861163.0
1,1238861024.0
1,1238860714.0
1,1238860407.0
1,1238860161.0
1,1238859921.0
1,1238859702.0
1,1238859428.0
1,1238859173.0
1,1238858800.0
1,1238858589.0
1,1238858451.0
1,1238858140.0
1,1238857833.0
1,1238857587.0
1,1238857348.0
1,1238857129.0
1,1238856854.0
1,1238856600.0
1,1238856227.0
1,1238856016.0
1,1238855877.0
1,1238855566.0
1,1238855260.0
1,1238855013.0
1,1238854774.0
1,1238854555.0
1,1238854280.0
1,1238853815.0
1,1238853415.0
1,1238853031.0
1,1238774154.0
1,1238771304.0
1,1238770841.0
1,1238770490.0
1,1238770269.0
1,1238769868.0
1,1238769427.0
1,1238769160.0
1,1238768920.0
1,1238768574.0
1,1238768273.0
1,1238767965.0
1,1238767784.0
1,1238767546.0
1,1238767270.0
1,1238767125.0
1,1238766679.0
1,1238766216.0
1,1238765865.0
1,1238765644.0
1,1238765243.0
1,1238764802.0
1,1238764524.0
1,1238764350.0
1,1238763523.0
1,1238763220.0
1,1238762450.0
1,1238755933.0
1,1238755714.0
1,1238755462.0
1,1238755041.0
1,1238751575.0
1,1238751315.0
1,1238751137.0
1,1238749721.0
1,1238749306.0
1,1238749088.0
1,1238748648.0
1,1238748219.0
1,1238688941.0
1,1238688096.0
1,1238687579.0
1,1238687163.0
1,1238686946.0
1,1238686506.0
1,1238686077.0
1,1238685956.0
1,1238685606.0
1,1238685252.0
1,1238684954.0
1,1238684706.0
1,1238684384.0
1,1238683914.0
1,1238683479.0
1,1238680487.0
1,1238680248.0
1,1238680011.0
1,1238679773.0
1,1238679564.0
1,1238679366.0
1,1238679116.0
1,1238678882.0
1,1238678751.0
1,1238678531.0
1,1238678292.0
1,1238675263.0
1,1238675008.0
1,1238674754.0
1,1238674519.0
1,1238674280.0
1,1238674044.0
1,1238673805.0
1,1238673597.0
1,1238673398.0
1,1238673149.0
1,1238672914.0
1,1238672783.0
1,1238672563.0
1,1238672324.0
1,1238672020.0
1,1238650103.0
1,1238647932.0
1,1238640694.0
1,1238639095.0
1,1238601981.0
1,1238601308.0
1,1238601036.0
1,1238600861.0
1,1238600764.0
1,1238600596.0
1,1238600427.0
1,1238600174.0
1,1238600009.0
1,1238599941.0
1,1238599625.0
1,1238599455.0
1,1238599031.0
1,1238598633.0
1,1238598235.0
1,1238597860.0
1,1238597462.0
1,1238597064.0
1,1238596689.0
1,1238596291.0
1,1238595892.0
1,1238594285.0
1,1238594064.0
1,1238593663.0
1,1238593222.0
1,1238592955.0
1,1238591775.0
1,1238591532.0
1,1238591314.0
1,1238591046.0
1,1238590940.0
1,1238590618.0
1,1238590284.0
1,1238590139.0
1,1238589729.0
1,1238589562.0
1,1238589242.0
1,1238589066.0
1,1238588943.0
1,1238588667.0
1,1238549846.0
1,1238549583.0
1,1238549340.0
1,1238549198.0
1,1238548962.0
1,1238548744.0
1,1238527938.0
1,1238527696.0
1,1238527373.0
1,1238527087.0
1,1238526658.0
1,1238525878.0
1,1238525543.0
1,1238525196.0
1,1238524813.0
1,1238524477.0
1,1238524235.0
1,1238523912.0
1,1238523626.0
1,1238523197.0
1,1238522417.0
1,1238522082.0
1,1238521735.0
1,1238521352.0
1,1238521016.0
1,1238520774.0
1,1238520451.0
1,1238520165.0
1,1238519736.0
1,1238518956.0
1,1238518621.0
1,1238509887.0
1,1238509504.0
1,1238509168.0
1,1238508926.0
